post_id,timestamp,platform,post_type,content,sentiment,likes,shares,comments,reach,impressions,engagement_rate,date,hour,day_of_week,sentiment_score
2133,2024-04-06 14:44:00,LinkedIn,Video,Fantastic experience! Thank you,Positive,1159,139,93,47190,75356,2.95,2024-04-06,14,Saturday,1
2134,2024-04-08 01:45:00,Facebook,Image,Amazing product! Exceeded expectations,Positive,1098,58,9,30909,17014,3.77,2024-04-08,1,Monday,1
2135,2024-06-12 19:56:00,Facebook,Text,Great quality! Will buy again,Positive,580,222,28,33952,68027,2.44,2024-06-12,19,Wednesday,1
2136,2024-07-12 01:21:00,Facebook,Video,Standard quality,Neutral,765,164,61,20565,16610,4.81,2024-07-12,1,Friday,0
2137,2024-01-30 03:49:00,Twitter,Image,Terrible experience. Very disappointed,Negative,196,283,144,18921,67753,3.29,2024-01-30,3,Tuesday,-1
2138,2024-03-20 22:08:00,Twitter,Video,Outstanding service! Five stars,Positive,939,167,128,18601,18245,6.63,2024-03-20,22,Wednesday,1
2139,2024-10-08 22:34:00,LinkedIn,Text,Testing this product,Neutral,357,252,81,40993,7119,1.68,2024-10-08,22,Tuesday,0
2140,2024-06-12 07:31:00,TikTok,Link,Terrible experience. Very disappointed,Negative,507,290,184,48881,48616,2.01,2024-06-12,7,Wednesday,-1
2141,2024-04-27 22:57:00,Instagram,Text,Outstanding service! Five stars,Positive,1054,170,17,13923,24723,8.91,2024-04-27,22,Saturday,1
2142,2024-02-28 19:55:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,487,204,71,42141,77571,1.81,2024-02-28,19,Wednesday,1
2143,2024-08-24 18:10:00,Twitter,Text,Low quality. Not satisfied,Negative,975,180,88,25825,75602,4.81,2024-08-24,18,Saturday,-1
2144,2024-07-08 23:22:00,Instagram,Video,Amazing product! Exceeded expectations,Positive,333,332,72,13062,89939,5.64,2024-07-08,23,Monday,1
2145,2024-01-05 23:12:00,LinkedIn,Image,Great quality! Will buy again,Positive,255,145,127,13212,51801,3.99,2024-01-05,23,Friday,1
2146,2024-03-02 13:57:00,Instagram,Text,Excellent service! Very satisfied,Positive,828,111,54,27963,83277,3.55,2024-03-02,13,Saturday,1
2147,2024-06-26 01:19:00,Instagram,Image,Testing this product,Neutral,864,196,2,20096,2205,5.28,2024-06-26,1,Wednesday,0
2148,2024-07-21 07:24:00,Facebook,Video,Horrible experience. Never again,Negative,151,107,201,33415,92128,1.37,2024-07-21,7,Sunday,-1
2149,2024-09-20 17:59:00,Facebook,Image,Just received my order,Neutral,693,228,57,14922,8834,6.55,2024-09-20,17,Friday,0
2150,2024-06-04 05:52:00,TikTok,Text,Horrible experience. Never again,Negative,737,101,18,10822,42332,7.91,2024-06-04,5,Tuesday,-1
2151,2024-04-21 14:36:00,LinkedIn,Link,Outstanding service! Five stars,Positive,771,299,103,36551,22572,3.21,2024-04-21,14,Sunday,1
2152,2024-03-22 18:09:00,TikTok,Text,Low quality. Not satisfied,Negative,448,59,116,26238,60673,2.37,2024-03-22,18,Friday,-1
2153,2024-06-27 09:31:00,Facebook,Text,Worst purchase ever. Total waste,Negative,282,88,51,38823,73253,1.08,2024-06-27,9,Thursday,-1
2154,2024-04-28 12:06:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,241,61,32,8446,36549,3.95,2024-04-28,12,Sunday,1
2155,2024-06-28 02:56:00,Facebook,Text,Testing this product,Neutral,798,91,98,49804,26804,1.98,2024-06-28,2,Friday,0
2156,2024-01-25 15:19:00,TikTok,Text,Superb quality! Very happy,Positive,171,81,13,6445,47175,4.11,2024-01-25,15,Thursday,1
2157,2024-02-11 16:59:00,Twitter,Text,Bad service. Would not recommend,Negative,832,235,183,12363,96095,10.11,2024-02-11,16,Sunday,-1
2158,2024-08-12 17:50:00,Instagram,Text,Excellent service! Very satisfied,Positive,820,347,82,41192,51005,3.03,2024-08-12,17,Monday,1
2159,2024-04-12 11:25:00,Facebook,Text,Terrible experience. Very disappointed,Negative,534,218,84,10873,34695,7.69,2024-04-12,11,Friday,-1
2160,2024-03-15 14:02:00,TikTok,Text,Amazing product! Exceeded expectations,Positive,529,131,25,13878,43093,4.94,2024-03-15,14,Friday,1
2161,2024-07-01 17:02:00,TikTok,Video,Low quality. Not satisfied,Negative,108,17,72,16328,97697,1.21,2024-07-01,17,Monday,-1
2162,2024-07-03 05:29:00,Twitter,Video,Outstanding service! Five stars,Positive,1341,106,149,37789,32484,4.22,2024-07-03,5,Wednesday,1
2163,2024-09-09 17:20:00,Facebook,Text,Fantastic experience! Thank you,Positive,781,40,24,3052,86373,27.69,2024-09-09,17,Monday,1
2164,2024-07-27 21:40:00,Twitter,Video,Love this product! #amazing,Positive,1432,41,39,26053,93955,5.8,2024-07-27,21,Saturday,1
2165,2024-10-04 01:09:00,Facebook,Image,"It's okay, nothing special",Neutral,542,129,147,7379,25871,11.09,2024-10-04,1,Friday,0
2166,2024-06-01 00:48:00,TikTok,Image,Outstanding service! Five stars,Positive,46,175,116,23396,43584,1.44,2024-06-01,0,Saturday,1
2167,2024-10-17 06:01:00,TikTok,Image,Standard quality,Neutral,781,255,33,2864,36241,37.33,2024-10-17,6,Thursday,0
2168,2024-05-18 04:55:00,Instagram,Text,Great quality! Will buy again,Positive,256,105,42,10105,45451,3.99,2024-05-18,4,Saturday,1
2169,2024-06-06 21:22:00,Twitter,Image,Outstanding service! Five stars,Positive,1453,197,113,35897,569,4.91,2024-06-06,21,Thursday,1
2170,2024-10-06 08:19:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,877,124,3,35498,30778,2.83,2024-10-06,8,Sunday,1
2171,2024-06-15 10:59:00,Facebook,Video,Love this product! #amazing,Positive,1462,256,98,7676,35358,23.66,2024-06-15,10,Saturday,1
2172,2024-02-09 12:15:00,Twitter,Image,Bad service. Would not recommend,Negative,692,115,36,26120,11037,3.23,2024-02-09,12,Friday,-1
2173,2024-01-03 18:37:00,Facebook,Image,Horrible experience. Never again,Negative,566,251,191,8738,46811,11.54,2024-01-03,18,Wednesday,-1
2174,2024-07-04 05:59:00,TikTok,Image,Poor quality. Not worth the money,Negative,880,281,208,21144,75069,6.47,2024-07-04,5,Thursday,-1
2175,2024-02-14 03:11:00,Facebook,Link,Worst purchase ever. Total waste,Negative,525,5,118,24818,10394,2.61,2024-02-14,3,Wednesday,-1
2176,2024-04-20 14:13:00,TikTok,Video,Horrible experience. Never again,Negative,385,224,112,26360,54949,2.74,2024-04-20,14,Saturday,-1
2177,2024-02-16 17:56:00,TikTok,Image,Poor quality. Not worth the money,Negative,523,264,28,24732,41009,3.3,2024-02-16,17,Friday,-1
2178,2024-04-04 18:09:00,Twitter,Text,Terrible customer service,Negative,973,50,60,39518,15799,2.74,2024-04-04,18,Thursday,-1
2179,2024-07-19 18:16:00,Twitter,Video,Horrible experience. Never again,Negative,317,111,19,10427,17135,4.29,2024-07-19,18,Friday,-1
2180,2024-04-10 10:08:00,Facebook,Text,Excellent service! Very satisfied,Positive,399,211,15,1206,49437,51.82,2024-04-10,10,Wednesday,1
2181,2024-09-26 14:05:00,TikTok,Image,Terrible customer service,Negative,197,155,190,27095,52130,2.0,2024-09-26,14,Thursday,-1
2182,2024-05-16 03:02:00,Instagram,Video,"It's okay, nothing special",Neutral,70,258,84,3066,37561,13.44,2024-05-16,3,Thursday,0
2183,2024-10-13 19:36:00,TikTok,Link,Horrible experience. Never again,Negative,205,294,158,8550,35699,7.68,2024-10-13,19,Sunday,-1
2184,2024-06-28 10:10:00,Facebook,Text,Love this product! #amazing,Positive,622,365,55,1234,18810,84.44,2024-06-28,10,Friday,1
2185,2024-02-06 17:15:00,LinkedIn,Image,Fantastic experience! Thank you,Positive,1384,256,107,2895,38139,60.35,2024-02-06,17,Tuesday,1
2186,2024-03-16 21:52:00,Instagram,Image,Fantastic experience! Thank you,Positive,105,309,42,13434,35681,3.39,2024-03-16,21,Saturday,1
2187,2024-05-05 07:05:00,Facebook,Video,Outstanding service! Five stars,Positive,184,328,2,29700,33668,1.73,2024-05-05,7,Sunday,1
2188,2024-08-03 19:03:00,TikTok,Image,Superb quality! Very happy,Positive,268,107,10,29416,23136,1.31,2024-08-03,19,Saturday,1
2189,2024-04-19 15:40:00,TikTok,Link,Excellent service! Very satisfied,Positive,1251,154,86,47792,82966,3.12,2024-04-19,15,Friday,1
2190,2024-05-11 05:41:00,LinkedIn,Text,Testing this product,Neutral,883,231,114,46997,44960,2.61,2024-05-11,5,Saturday,0
2191,2024-07-19 12:56:00,Instagram,Link,Disappointed with the product,Negative,460,119,162,39625,42309,1.87,2024-07-19,12,Friday,-1
2192,2024-01-26 20:07:00,Twitter,Image,Standard quality,Neutral,574,21,141,14037,26180,5.24,2024-01-26,20,Friday,0
2193,2024-01-30 12:21:00,LinkedIn,Image,Fantastic experience! Thank you,Positive,904,357,82,27089,14979,4.96,2024-01-30,12,Tuesday,1
2194,2024-07-17 07:33:00,LinkedIn,Text,Great quality! Will buy again,Positive,925,166,24,2466,64317,45.21,2024-07-17,7,Wednesday,1
2195,2024-01-25 20:43:00,Instagram,Text,Terrible customer service,Negative,431,293,84,35981,18802,2.25,2024-01-25,20,Thursday,-1
2196,2024-04-03 23:29:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,126,153,5,10235,7238,2.77,2024-04-03,23,Wednesday,1
2197,2024-02-12 02:06:00,Twitter,Image,Bad service. Would not recommend,Negative,213,112,144,2228,850,21.05,2024-02-12,2,Monday,-1
2198,2024-07-18 18:50:00,Facebook,Video,Best purchase ever! Highly recommend,Positive,1210,308,133,26353,87625,6.26,2024-07-18,18,Thursday,1
2199,2024-02-13 13:36:00,LinkedIn,Video,Superb quality! Very happy,Positive,898,218,92,47562,18841,2.54,2024-02-13,13,Tuesday,1
2200,2024-05-31 14:30:00,Facebook,Image,Product as described,Neutral,400,266,144,12894,75654,6.28,2024-05-31,14,Friday,0
2201,2024-02-26 03:36:00,Instagram,Link,Bad service. Would not recommend,Negative,256,239,168,15567,45033,4.26,2024-02-26,3,Monday,-1
2202,2024-05-03 18:57:00,Twitter,Image,Low quality. Not satisfied,Negative,277,56,35,12783,77758,2.88,2024-05-03,18,Friday,-1
2203,2024-10-13 01:27:00,Twitter,Video,Amazing product! Exceeded expectations,Positive,1410,100,111,19850,98962,8.17,2024-10-13,1,Sunday,1
2204,2024-09-22 02:49:00,Twitter,Image,Testing this product,Neutral,451,146,36,47428,11487,1.33,2024-09-22,2,Sunday,0
2205,2024-08-16 00:20:00,Twitter,Text,"It's okay, nothing special",Neutral,84,227,20,27128,13116,1.22,2024-08-16,0,Friday,0
2206,2024-04-13 04:37:00,LinkedIn,Link,Superb quality! Very happy,Positive,1149,105,2,18991,35687,6.61,2024-04-13,4,Saturday,1
2207,2024-07-17 01:04:00,Twitter,Image,Great quality! Will buy again,Positive,858,83,92,24680,22717,4.19,2024-07-17,1,Wednesday,1
2208,2024-01-18 02:26:00,TikTok,Image,Testing this product,Neutral,506,159,129,1813,24621,43.79,2024-01-18,2,Thursday,0
2209,2024-05-31 03:48:00,LinkedIn,Image,Best purchase ever! Highly recommend,Positive,651,379,106,19446,64161,5.84,2024-05-31,3,Friday,1
2210,2024-02-22 01:58:00,Instagram,Text,Just received my order,Neutral,634,254,121,23145,53788,4.36,2024-02-22,1,Thursday,0
2211,2024-03-21 22:18:00,TikTok,Image,Average experience,Neutral,18,44,69,19262,33531,0.68,2024-03-21,22,Thursday,0
2212,2024-06-12 18:38:00,Twitter,Text,Checking out this new item,Neutral,720,152,29,434,65312,207.6,2024-06-12,18,Wednesday,0
2213,2024-07-08 15:40:00,Instagram,Video,Product arrived today,Neutral,797,147,135,27409,7025,3.94,2024-07-08,15,Monday,0
2214,2024-07-12 22:24:00,Facebook,Text,Outstanding service! Five stars,Positive,1000,182,139,26724,72887,4.94,2024-07-12,22,Friday,1
2215,2024-04-09 07:27:00,TikTok,Video,Superb quality! Very happy,Positive,277,52,59,36933,34973,1.05,2024-04-09,7,Tuesday,1
2216,2024-04-19 16:38:00,Twitter,Image,Bad service. Would not recommend,Negative,90,253,189,33155,63535,1.6,2024-04-19,16,Friday,-1
2217,2024-06-12 19:29:00,Twitter,Link,Excellent service! Very satisfied,Positive,157,271,4,39935,75258,1.08,2024-06-12,19,Wednesday,1
2218,2024-01-28 10:02:00,Instagram,Text,Poor quality. Not worth the money,Negative,30,159,62,6932,67275,3.62,2024-01-28,10,Sunday,-1
2219,2024-04-14 17:10:00,LinkedIn,Image,Amazing product! Exceeded expectations,Positive,549,124,4,39922,62647,1.7,2024-04-14,17,Sunday,1
2220,2024-07-08 22:38:00,LinkedIn,Image,Superb quality! Very happy,Positive,861,182,117,20107,15768,5.77,2024-07-08,22,Monday,1
2221,2024-07-07 19:52:00,TikTok,Text,Terrible experience. Very disappointed,Negative,560,257,77,1579,87907,56.62,2024-07-07,19,Sunday,-1
2222,2024-03-10 09:23:00,Twitter,Text,Worst purchase ever. Total waste,Negative,87,32,65,8749,50768,2.1,2024-03-10,9,Sunday,-1
2223,2024-06-17 01:28:00,Twitter,Text,Poor quality. Not worth the money,Negative,447,36,81,15294,5318,3.69,2024-06-17,1,Monday,-1
2224,2024-08-23 07:09:00,Twitter,Text,Fantastic experience! Thank you,Positive,370,291,97,17310,25359,4.38,2024-08-23,7,Friday,1
2225,2024-09-03 19:17:00,Twitter,Text,"It's okay, nothing special",Neutral,424,151,2,4211,19357,13.7,2024-09-03,19,Tuesday,0
2226,2024-04-10 08:52:00,TikTok,Video,Excellent service! Very satisfied,Positive,222,369,110,22181,14286,3.16,2024-04-10,8,Wednesday,1
2227,2024-02-26 08:46:00,Facebook,Text,Love this product! #amazing,Positive,1483,5,40,22109,48596,6.91,2024-02-26,8,Monday,1
2228,2024-09-10 03:19:00,Facebook,Video,Just received my order,Neutral,686,57,68,17881,744,4.54,2024-09-10,3,Tuesday,0
2229,2024-02-08 03:33:00,LinkedIn,Link,Terrible customer service,Negative,424,68,183,7035,12273,9.59,2024-02-08,3,Thursday,-1
2230,2024-05-08 21:42:00,LinkedIn,Image,Love this product! #amazing,Positive,696,163,35,43228,78851,2.07,2024-05-08,21,Wednesday,1
2231,2024-09-26 13:54:00,Facebook,Link,Love this product! #amazing,Positive,1213,213,27,22424,89956,6.48,2024-09-26,13,Thursday,1
2232,2024-02-23 21:06:00,Twitter,Text,Average experience,Neutral,936,176,38,1655,93570,69.49,2024-02-23,21,Friday,0
2233,2024-07-24 02:48:00,LinkedIn,Text,Just received my order,Neutral,763,236,30,10062,87680,10.23,2024-07-24,2,Wednesday,0
2234,2024-09-09 15:40:00,Instagram,Text,Great quality! Will buy again,Positive,855,37,44,39725,96363,2.36,2024-09-09,15,Monday,1
2235,2024-06-12 02:08:00,LinkedIn,Image,Best purchase ever! Highly recommend,Positive,75,334,91,26679,98753,1.87,2024-06-12,2,Wednesday,1
2236,2024-08-06 06:47:00,TikTok,Link,Love this product! #amazing,Positive,1126,227,131,27870,49531,5.32,2024-08-06,6,Tuesday,1
2237,2024-06-19 18:08:00,Facebook,Image,Terrible customer service,Negative,677,83,196,42895,51867,2.23,2024-06-19,18,Wednesday,-1
2238,2024-02-29 23:31:00,LinkedIn,Image,Standard quality,Neutral,127,235,104,32258,87053,1.44,2024-02-29,23,Thursday,0
2239,2024-07-18 20:15:00,Instagram,Text,Love this product! #amazing,Positive,966,275,46,20758,76496,6.2,2024-07-18,20,Thursday,1
2240,2024-03-05 05:10:00,Instagram,Video,Product arrived today,Neutral,275,23,149,5510,88064,8.11,2024-03-05,5,Tuesday,0
2241,2024-07-08 22:48:00,Facebook,Image,Love this product! #amazing,Positive,12,236,17,27423,64764,0.97,2024-07-08,22,Monday,1
2242,2024-05-26 10:00:00,Twitter,Image,Fantastic experience! Thank you,Positive,457,75,131,17370,92564,3.82,2024-05-26,10,Sunday,1
2243,2024-05-03 18:04:00,Facebook,Video,Fantastic experience! Thank you,Positive,748,334,3,35084,53841,3.09,2024-05-03,18,Friday,1
2244,2024-07-17 20:27:00,Instagram,Video,Product arrived today,Neutral,813,38,108,21252,72744,4.51,2024-07-17,20,Wednesday,0
2245,2024-05-15 20:14:00,Instagram,Image,Fantastic experience! Thank you,Positive,534,343,2,17240,51728,5.1,2024-05-15,20,Wednesday,1
2246,2024-06-02 05:45:00,TikTok,Text,Great quality! Will buy again,Positive,411,68,23,43973,98574,1.14,2024-06-02,5,Sunday,1
2247,2024-07-21 04:54:00,Instagram,Image,Outstanding service! Five stars,Positive,142,330,123,8146,53406,7.3,2024-07-21,4,Sunday,1
2248,2024-04-06 19:18:00,Facebook,Image,Poor quality. Not worth the money,Negative,125,58,112,12935,53327,2.28,2024-04-06,19,Saturday,-1
2249,2024-08-27 04:50:00,TikTok,Text,Terrible customer service,Negative,811,99,176,42206,62474,2.57,2024-08-27,4,Tuesday,-1
2250,2024-06-12 17:19:00,LinkedIn,Image,Horrible experience. Never again,Negative,604,189,176,9906,8262,9.78,2024-06-12,17,Wednesday,-1
2251,2024-04-03 17:38:00,LinkedIn,Link,Great quality! Will buy again,Positive,534,62,64,44884,57805,1.47,2024-04-03,17,Wednesday,1
2252,2024-10-03 08:40:00,Instagram,Image,Terrible customer service,Negative,553,17,9,6712,80493,8.63,2024-10-03,8,Thursday,-1
2253,2024-02-11 00:34:00,LinkedIn,Image,Product arrived today,Neutral,644,240,34,39419,50754,2.33,2024-02-11,0,Sunday,0
2254,2024-08-26 04:40:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,511,198,0,6828,80284,10.38,2024-08-26,4,Monday,1
2255,2024-04-27 19:55:00,Twitter,Image,Fantastic experience! Thank you,Positive,838,248,136,37336,20575,3.27,2024-04-27,19,Saturday,1
2256,2024-01-24 11:41:00,TikTok,Text,Horrible experience. Never again,Negative,789,33,2,28156,35474,2.93,2024-01-24,11,Wednesday,-1
2257,2024-09-02 06:36:00,Instagram,Video,Great quality! Will buy again,Positive,346,330,133,26236,66104,3.08,2024-09-02,6,Monday,1
2258,2024-09-07 20:45:00,Facebook,Image,Standard quality,Neutral,416,181,105,15726,37558,4.46,2024-09-07,20,Saturday,0
2259,2024-09-26 07:27:00,TikTok,Image,Excellent service! Very satisfied,Positive,127,88,110,45117,12205,0.72,2024-09-26,7,Thursday,1
2260,2024-01-03 05:01:00,Twitter,Text,Superb quality! Very happy,Positive,780,236,2,39844,53219,2.55,2024-01-03,5,Wednesday,1
2261,2024-10-18 18:00:00,Facebook,Video,Low quality. Not satisfied,Negative,729,238,18,41471,20484,2.38,2024-10-18,18,Friday,-1
2262,2024-08-23 17:47:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,924,357,80,41664,24673,3.27,2024-08-23,17,Friday,1
2263,2024-09-14 04:09:00,Facebook,Link,Terrible experience. Very disappointed,Negative,800,8,23,12392,57946,6.71,2024-09-14,4,Saturday,-1
2264,2024-09-07 11:34:00,Instagram,Link,Outstanding service! Five stars,Positive,613,195,145,35200,85198,2.71,2024-09-07,11,Saturday,1
2265,2024-04-01 19:07:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,1321,310,24,41728,25196,3.97,2024-04-01,19,Monday,1
2266,2024-09-08 14:09:00,TikTok,Image,Excellent service! Very satisfied,Positive,183,150,41,43694,76705,0.86,2024-09-08,14,Sunday,1
2267,2024-02-18 10:16:00,LinkedIn,Text,Testing this product,Neutral,410,165,121,2439,31752,28.54,2024-02-18,10,Sunday,0
2268,2024-04-28 12:01:00,Twitter,Text,Product as described,Neutral,878,233,65,30081,49033,3.91,2024-04-28,12,Sunday,0
2269,2024-07-06 13:01:00,Instagram,Video,Checking out this new item,Neutral,649,278,25,25604,9173,3.72,2024-07-06,13,Saturday,0
2270,2024-03-06 11:55:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,733,156,46,29508,5712,3.17,2024-03-06,11,Wednesday,1
2271,2024-04-30 01:25:00,Facebook,Image,Outstanding service! Five stars,Positive,790,11,81,32934,52383,2.68,2024-04-30,1,Tuesday,1
2272,2024-08-17 06:09:00,LinkedIn,Image,Standard quality,Neutral,606,94,91,47317,45390,1.67,2024-08-17,6,Saturday,0
2273,2024-04-23 00:35:00,Twitter,Video,Best purchase ever! Highly recommend,Positive,765,150,15,24911,51583,3.73,2024-04-23,0,Tuesday,1
2274,2024-04-11 14:31:00,Twitter,Text,Great quality! Will buy again,Positive,1273,226,85,12867,2501,12.31,2024-04-11,14,Thursday,1
2275,2024-06-18 00:32:00,Twitter,Text,Outstanding service! Five stars,Positive,333,315,133,29483,85283,2.65,2024-06-18,0,Tuesday,1
2276,2024-01-15 11:23:00,Facebook,Text,Outstanding service! Five stars,Positive,568,70,90,22330,10908,3.26,2024-01-15,11,Monday,1
2277,2024-01-02 18:12:00,LinkedIn,Video,Love this product! #amazing,Positive,144,26,58,14588,40669,1.56,2024-01-02,18,Tuesday,1
2278,2024-04-12 09:29:00,TikTok,Text,Average experience,Neutral,76,55,117,36290,55305,0.68,2024-04-12,9,Friday,0
2279,2024-07-27 07:52:00,LinkedIn,Text,Love this product! #amazing,Positive,459,143,105,8499,44896,8.32,2024-07-27,7,Saturday,1
2280,2024-03-05 07:21:00,Facebook,Image,Standard quality,Neutral,464,219,32,43656,5734,1.64,2024-03-05,7,Tuesday,0
2281,2024-09-14 18:49:00,Twitter,Text,Just received my order,Neutral,169,37,115,36902,33669,0.87,2024-09-14,18,Saturday,0
2282,2024-07-09 10:27:00,Facebook,Video,Bad service. Would not recommend,Negative,183,213,22,43797,49969,0.95,2024-07-09,10,Tuesday,-1
2283,2024-06-24 07:35:00,Facebook,Image,Best purchase ever! Highly recommend,Positive,1266,52,143,2991,35497,48.85,2024-06-24,7,Monday,1
2284,2024-09-10 08:58:00,Facebook,Text,Product as described,Neutral,465,2,82,39770,78085,1.38,2024-09-10,8,Tuesday,0
2285,2024-04-20 19:53:00,TikTok,Video,Great quality! Will buy again,Positive,397,323,69,24109,8750,3.27,2024-04-20,19,Saturday,1
2286,2024-08-25 06:09:00,LinkedIn,Image,Amazing product! Exceeded expectations,Positive,565,131,81,29146,23674,2.67,2024-08-25,6,Sunday,1
2287,2024-01-14 15:47:00,Instagram,Link,Standard quality,Neutral,43,203,90,45996,91822,0.73,2024-01-14,15,Sunday,0
2288,2024-03-04 13:54:00,LinkedIn,Text,Product as described,Neutral,583,181,78,27263,1041,3.09,2024-03-04,13,Monday,0
2289,2024-10-14 16:04:00,TikTok,Link,Horrible experience. Never again,Negative,464,168,49,12849,56040,5.3,2024-10-14,16,Monday,-1
2290,2024-02-16 03:18:00,Facebook,Text,Fantastic experience! Thank you,Positive,990,343,81,36114,17216,3.92,2024-02-16,3,Friday,1
2291,2024-07-13 14:00:00,Twitter,Image,Just received my order,Neutral,632,49,37,43959,81686,1.63,2024-07-13,14,Saturday,0
2292,2024-05-17 20:34:00,Twitter,Text,Fantastic experience! Thank you,Positive,1344,131,37,44613,73760,3.39,2024-05-17,20,Friday,1
2293,2024-08-05 09:34:00,LinkedIn,Text,Love this product! #amazing,Positive,577,244,113,18209,35193,5.13,2024-08-05,9,Monday,1
2294,2024-06-13 11:22:00,Facebook,Text,Great quality! Will buy again,Positive,454,369,90,46980,58337,1.94,2024-06-13,11,Thursday,1
2295,2024-06-03 04:54:00,TikTok,Link,Standard quality,Neutral,370,199,23,30781,5244,1.92,2024-06-03,4,Monday,0
2296,2024-07-13 01:27:00,TikTok,Image,Outstanding service! Five stars,Positive,741,211,16,9381,70594,10.32,2024-07-13,1,Saturday,1
2297,2024-05-28 01:34:00,Facebook,Image,Great quality! Will buy again,Positive,405,122,148,5826,29716,11.59,2024-05-28,1,Tuesday,1
2298,2024-09-21 11:58:00,LinkedIn,Image,Great quality! Will buy again,Positive,649,253,87,46436,64563,2.13,2024-09-21,11,Saturday,1
2299,2024-05-24 03:52:00,Instagram,Image,Outstanding service! Five stars,Positive,1140,267,83,21135,690,7.05,2024-05-24,3,Friday,1
2300,2024-03-05 13:05:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,720,217,68,32116,23503,3.13,2024-03-05,13,Tuesday,1
2301,2024-10-01 10:11:00,Twitter,Text,Outstanding service! Five stars,Positive,277,362,116,10950,89481,6.89,2024-10-01,10,Tuesday,1
2302,2024-06-20 06:38:00,TikTok,Link,Love this product! #amazing,Positive,1075,59,68,1685,75195,71.34,2024-06-20,6,Thursday,1
2303,2024-07-31 20:28:00,TikTok,Image,Standard quality,Neutral,585,206,116,33328,64351,2.72,2024-07-31,20,Wednesday,0
2304,2024-01-05 16:56:00,Instagram,Text,Terrible experience. Very disappointed,Negative,802,16,85,11008,41997,8.2,2024-01-05,16,Friday,-1
2305,2024-05-04 00:36:00,Twitter,Text,Fantastic experience! Thank you,Positive,147,193,13,49636,96400,0.71,2024-05-04,0,Saturday,1
2306,2024-05-21 21:30:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,924,196,72,14407,27135,8.27,2024-05-21,21,Tuesday,1
2307,2024-01-26 20:27:00,Instagram,Video,Disappointed with the product,Negative,264,275,61,32366,26618,1.85,2024-01-26,20,Friday,-1
2308,2024-05-19 03:52:00,Twitter,Text,Horrible experience. Never again,Negative,781,295,64,2674,59153,42.63,2024-05-19,3,Sunday,-1
2309,2024-06-12 08:15:00,TikTok,Image,Outstanding service! Five stars,Positive,1329,52,7,19734,72121,7.03,2024-06-12,8,Wednesday,1
2310,2024-01-26 14:10:00,TikTok,Text,Best purchase ever! Highly recommend,Positive,1059,72,48,2955,37931,39.9,2024-01-26,14,Friday,1
2311,2024-03-28 04:05:00,LinkedIn,Text,Best purchase ever! Highly recommend,Positive,103,49,30,49601,71023,0.37,2024-03-28,4,Thursday,1
2312,2024-02-15 16:30:00,Twitter,Text,Product as described,Neutral,87,134,89,3105,96753,9.98,2024-02-15,16,Thursday,0
2313,2024-08-11 09:54:00,Instagram,Image,Horrible experience. Never again,Negative,373,282,23,35591,22227,1.9,2024-08-11,9,Sunday,-1
2314,2024-08-14 03:22:00,TikTok,Text,Outstanding service! Five stars,Positive,1311,32,135,45632,66898,3.24,2024-08-14,3,Wednesday,1
2315,2024-02-05 03:39:00,LinkedIn,Text,Product as described,Neutral,287,18,43,27738,35144,1.25,2024-02-05,3,Monday,0
2316,2024-10-13 22:51:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,540,388,27,5412,11059,17.65,2024-10-13,22,Sunday,1
2317,2024-06-29 06:47:00,TikTok,Video,Product as described,Neutral,882,28,116,23213,82764,4.42,2024-06-29,6,Saturday,0
2318,2024-01-10 02:15:00,Facebook,Text,Product as described,Neutral,528,2,114,49906,19209,1.29,2024-01-10,2,Wednesday,0
2319,2024-03-13 10:14:00,TikTok,Image,Product as described,Neutral,82,290,71,3605,52443,12.29,2024-03-13,10,Wednesday,0
2320,2024-02-13 12:17:00,Facebook,Text,Horrible experience. Never again,Negative,388,10,99,48301,85330,1.03,2024-02-13,12,Tuesday,-1
2321,2024-04-24 21:21:00,TikTok,Text,Fantastic experience! Thank you,Positive,1473,373,97,49364,49697,3.94,2024-04-24,21,Wednesday,1
2322,2024-10-11 06:47:00,Facebook,Video,Superb quality! Very happy,Positive,1368,237,95,25968,77196,6.55,2024-10-11,6,Friday,1
2323,2024-05-28 12:00:00,Facebook,Video,Terrible experience. Very disappointed,Negative,829,200,194,335,24819,365.07,2024-05-28,12,Tuesday,-1
2324,2024-06-30 04:19:00,Facebook,Text,Superb quality! Very happy,Positive,1254,379,110,46439,87330,3.75,2024-06-30,4,Sunday,1
2325,2024-01-23 21:00:00,LinkedIn,Text,Testing this product,Neutral,81,125,12,23728,48691,0.92,2024-01-23,21,Tuesday,0
2326,2024-07-15 16:50:00,Facebook,Text,Low quality. Not satisfied,Negative,208,132,70,13544,15748,3.03,2024-07-15,16,Monday,-1
